alternating bit protocol,~(F(a U c) & F(c U b) & F(b U d) & F(d U a)),((c | (a | b)) U (~ (c | (a | b)))),False,99.38,99.76,46.33,46.57,16.015647172927856,1.0,,"['c', '', 'b', 'a', 'abbd', 'bb', 'ad']",1303,326
F(a),false,false,True,100.0,,,,0.2619330883026123,,,[''],988,247
F(a),true,(F a),True,100.0,100.0,100.0,100.0,0.9680986404418945,,,"['', 'a', 'ba']",988,247
F(a),Fb,((F a) & (F b)),True,100.0,100.0,100.0,100.0,4.368104934692383,,,"['', 'ab', 'a', 'ba', 'b', 'bc', 'bca', 'cb', 'ca']",988,247
F(a),false,false,True,100.0,,,,0.27930784225463867,,,[''],988,247
F(a),true,(F a),True,100.0,100.0,100.0,100.0,0.6907029151916504,,,"['', 'a', 'ba']",988,247
F(a),F(a),(F a),True,100.0,100.0,100.0,100.0,0.7466030120849609,,,"['', 'a', 'ba']",988,247
F(a),false,false,True,100.0,,,,0.2904658317565918,,,[''],988,247
F(a),Fb,((F a) & (F b)),True,100.0,100.0,100.0,100.0,6.705811977386475,,,"['', 'ab', 'a', 'ba', 'b', 'cc', 'acb', 'bb', 'ac', 'cb']",988,247
F(a),b,(b & (F a)),True,100.0,100.0,100.0,100.0,3.9519951343536377,,,"['', 'ba', 'b', 'bca', 'a', 'bba', 'aa', 'ca', 'bc']",988,247
F(a),b,(b & (F a)),True,100.0,100.0,100.0,100.0,1.789623737335205,,,"['', 'ba', 'b', 'bba', 'a', 'ca']",972,243
F(a),b,(b & (F a)),True,100.0,100.0,100.0,100.0,3.7170298099517822,,,"['', 'ba', 'b', 'bca', 'a', 'bba', 'aa', 'ca', 'bc']",968,243
F(a),b,(b & (F a)),True,100.0,100.0,100.0,100.0,3.5812747478485107,,,"['', 'ba', 'b', 'bca', 'a', 'bba', 'aa', 'ca', 'bc']",991,248
F(a),true,(F a),True,100.0,100.0,100.0,100.0,0.6939928531646729,,,"['', 'a', 'ca']",991,248
F(a),true,(F a),True,100.0,100.0,100.0,100.0,0.6394610404968262,,,"['b', 'a', 'ba']",991,248
F(a),F(a),(F a),True,100.0,100.0,100.0,100.0,0.6545741558074951,,,"['c', 'a', 'ba']",991,248
F(a),G(a),(G a),True,100.0,100.0,100.0,100.0,0.6916244029998779,,,"['b', 'a', 'ac']",991,248
F(a),b,(b & (F a)),True,100.0,100.0,100.0,100.0,2.439105987548828,,,"['a', 'ba', 'b', 'bca', 'ca', 'bc']",991,248
F(a),b,(b & (F a)),True,100.0,100.0,100.0,100.0,2.5393683910369873,,,"['c', 'ba', 'b', 'bca', 'a', 'bba', 'cc', 'aa']",981,246
F(a),b,(b & (F a)),True,100.0,100.0,100.0,100.0,2.421788215637207,,,"['c', 'ba', 'b', 'bba', 'a', 'ca', 'bca']",1006,252
F(a),Ga,(G a),True,100.0,100.0,100.0,100.0,0.7631168365478516,,,"['c', 'a', 'ac']",1006,252
F(a),b,(b & (F a)),True,100.0,100.0,100.0,100.0,2.047316789627075,,,"['b', 'ba', 'aa', 'bca', 'ca']",1006,252
G(a),true,(G (~ (b | c))),True,100.0,100.0,100.0,100.0,2.127017021179199,,,"['c', '', 'b', 'ac', 'ab']",784,196
G(a),true,(~ (F (b | c))),True,100.0,100.0,100.0,100.0,2.1195712089538574,,,"['c', '', 'b', 'ab', 'ac']",784,196
G(a),b,false,True,100.0,100.0,100.0,100.0,0.3521440029144287,,,[''],784,196
G(a),a,(G a),True,100.0,100.0,100.0,100.0,0.7155060768127441,,,"['', 'a', 'ab']",784,196
F(a),a,a,True,100.0,100.0,100.0,100.0,0.44274187088012695,,,"['', 'a']",986,247
F(a),true,((b | c) U (~ (b | c))),True,100.0,100.0,100.0,100.0,2.0118041038513184,,,"['b', '', 'ba', 'c', 'ca']",986,247
F(a),true,((b | c) U (~ (b | c))),True,100.0,100.0,100.0,100.0,1.9810380935668945,,,"['b', '', 'ba', 'c', 'ca']",986,247
F(a),true,(F a),True,100.0,100.0,100.0,100.0,0.6180698871612549,,,"['', 'a', 'ca']",972,243
F(a),b,(b & (F a)),True,100.0,100.0,100.0,100.0,1.786864995956421,,,"['', 'ba', 'b', 'bba', 'a', 'ca']",972,243
F(a),G(a),(G a),False,100.0,100.0,100.0,100.0,16.213212966918945,1.0,,"['', 'a', 'ca', 'ba', 'bba', 'aba', 'cca', 'cba', 'aca', 'bca', 'aaba', 'ccba', 'bbba', 'aaca', 'abca', 'cbca', 'bcba', 'bcca', 'acca', 'ccca', 'cbba', 'bbca', 'acba', 'abba', 'bccca', 'abcca', 'accba', 'abbba', 'bbcca', 'cbcba', 'aabca', 'aacba', 'cbbba', 'aaaca', 'aaaba']",972,243
F(a),G(a),(G a),False,100.0,100.0,100.0,100.0,16.575385093688965,1.0,,"['', 'a', 'ba', 'ca', 'bca', 'cca', 'aba', 'bba', 'cba', 'aca', 'abca', 'bbba', 'bcca', 'bbca', 'bcba', 'ccca', 'ccba', 'aaca', 'cbca', 'acba', 'acca', 'abba', 'aaba', 'cbba', 'cbbba', 'acbca', 'abcba', 'aacba', 'abcca', 'aabca', 'bcbca', 'ccbba', 'bbcba', 'aacca', 'accba', 'cbbca', 'cccba', 'bbbba']",983,246
F(a),false,false,True,100.0,,,,0.2774050235748291,,,[''],983,246
